Accession,Species,Geo_Location,Collection_Date
NC_045512,Severe acute respiratory syndrome-related coronavirus,China,2019-12
MT539158,Severe acute respiratory syndrome-related coronavirus,Bangladesh,2020-05-21
MT539159,Severe acute respiratory syndrome-related coronavirus,Bangladesh,2020-05-21
MT539160,Severe acute respiratory syndrome-related coronavirus,Bangladesh,2020-05-21
MT539161,Severe acute respiratory syndrome-related coronavirus,USA: Georgia,2020-03-04
MT539162,Severe acute respiratory syndrome-related coronavirus,USA: Georgia,2020-03-13
MT539163,Severe acute respiratory syndrome-related coronavirus,USA: Georgia,2020-03-10
MT539164,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT539165,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT539166,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT539167,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT539168,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT539169,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT539170,Severe acute respiratory syndrome-related coronavirus,India: Rajkot,2020-04-28
MT539171,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT539172,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT539173,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT539174,Severe acute respiratory syndrome-related coronavirus,India: Rajkot,2020-04-27
MT539175,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT539176,Severe acute respiratory syndrome-related coronavirus,India: Vadodara,2020-05-02
MT407649,Severe acute respiratory syndrome-related coronavirus,China: Zhejiang,2020-01-22
MT407650,Severe acute respiratory syndrome-related coronavirus,China: Zhejiang,2020-01-22
MT407651,Severe acute respiratory syndrome-related coronavirus,China: Zhejiang,2020-01-22
MT407652,Severe acute respiratory syndrome-related coronavirus,China: Zhejiang,2020-01-26
MT407653,Severe acute respiratory syndrome-related coronavirus,China: Zhejiang,2020-01-26
MT407654,Severe acute respiratory syndrome-related coronavirus,China: Zhejiang,2020-03-24
MT407655,Severe acute respiratory syndrome-related coronavirus,China: Zhejiang,2020-03-24
MT407656,Severe acute respiratory syndrome-related coronavirus,China: Zhejiang,2020-03-24
MT407657,Severe acute respiratory syndrome-related coronavirus,China: Zhejiang,2020-03-24
MT407658,Severe acute respiratory syndrome-related coronavirus,China: Zhejiang,2020-03-24
MT407659,Severe acute respiratory syndrome-related coronavirus,China: Zhejiang,2020-03-24
MT534285,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-20
MT534303,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-10
MT534304,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-10
MT534305,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-11
MT534306,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534307,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534308,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-11
MT534309,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534310,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-14
MT534311,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-14
MT534312,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-14
MT534313,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-14
MT534314,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-14
MT534315,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-14
MT534316,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-14
MT534317,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-12
MT534318,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-12
MT534319,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534320,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-12
MT534321,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-12
MT534322,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534323,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-12
MT534324,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-12
MT534325,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534326,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534327,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534328,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534329,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-12
MT534330,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534331,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534332,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534333,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534334,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-12
MT534335,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534336,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-12
MT534337,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-05-12
MT534338,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-27
MT534339,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-27
MT534630,Severe acute respiratory syndrome-related coronavirus,"China: Jiangsu, Changzhou",2020-01-26
MT535472,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-26
MT535473,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-26
MT535474,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-25
MT535475,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-26
MT535476,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-27
MT535477,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-26
MT535478,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-26
MT535479,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-27
MT535480,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-27
MT535481,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-30
MT535482,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-01
MT535483,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-01
MT535484,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-01
MT535485,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535486,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535487,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535488,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535489,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535490,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535491,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535492,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535493,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535494,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535495,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535496,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535497,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535498,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535499,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535500,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535501,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535502,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT535503,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-09
MT535504,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-06
MT535505,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-06
MT535506,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-06
MT535507,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-05
MT535508,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-06
MT535509,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-06
MT536176,Severe acute respiratory syndrome-related coronavirus,"USA: NAPOLEONVILLE, LA",2020-04-06
MT536177,Severe acute respiratory syndrome-related coronavirus,"USA: New Orleans, LA",2020-04-07
MT536178,Severe acute respiratory syndrome-related coronavirus,"USA: LACOMBE, LA",2020-04-06
MT536179,Severe acute respiratory syndrome-related coronavirus,"USA: MARRERO, LA",2020-04-07
MT536180,Severe acute respiratory syndrome-related coronavirus,"USA: New Orleans, LA",2020-04-07
MT536181,Severe acute respiratory syndrome-related coronavirus,"USA: METAIRIE, LA",2020-04-08
MT536182,Severe acute respiratory syndrome-related coronavirus,"USA: CHALMETTE, LA",2020-04-06
MT536183,Severe acute respiratory syndrome-related coronavirus,"USA: VIOLET, LA",2020-04-07
MT536184,Severe acute respiratory syndrome-related coronavirus,"USA: SLIDELL, LA",2020-04-03
MT536185,Severe acute respiratory syndrome-related coronavirus,"USA: New Orleans, LA",2020-04-08
MT536186,Severe acute respiratory syndrome-related coronavirus,"USA: New Orleans, LA",2020-04-06
MT536187,Severe acute respiratory syndrome-related coronavirus,"USA: HAMMOND, LA",2020-04-06
MT536188,Severe acute respiratory syndrome-related coronavirus,"USA: KENNER, LA",2020-04-04
MT536189,Severe acute respiratory syndrome-related coronavirus,"USA: AVONDALE, LA",2020-04-07
MT536190,Severe acute respiratory syndrome-related coronavirus,"USA: METAIRIE, LA",2020-04-06
MT536954,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536955,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536956,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536957,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536958,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536959,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536960,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536961,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536962,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536963,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536964,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536965,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536966,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536967,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536968,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536969,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-13
MT536970,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-16
MT536971,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-15
MT536972,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-17
MT536973,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-16
MT536974,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-17
MT536975,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-16
MT536976,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-17
MT536977,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-17
MT525950,Severe acute respiratory syndrome-related coronavirus,Italy: Lazio,2020-03-01
MT527178,Severe acute respiratory syndrome-related coronavirus,Italy: Lazio,2020-02-28
MT527184,Severe acute respiratory syndrome-related coronavirus,Italy: Lazio,2020-03-23
MT528235,Severe acute respiratory syndrome-related coronavirus,Italy: Lazio,2020-03-23
MT528237,Severe acute respiratory syndrome-related coronavirus,Italy: Lazio,2020-03-07
MT528238,Severe acute respiratory syndrome-related coronavirus,Italy: Lazio,2020-03-23
MT528239,Severe acute respiratory syndrome-related coronavirus,Italy: Lazio,2020-03-04
MT528598,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528599,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528600,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528601,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528602,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528603,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528604,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528605,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528606,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528607,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528608,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528609,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528610,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528611,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528612,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528613,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528614,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528615,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528616,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528617,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528618,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528619,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528620,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528621,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528622,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528623,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528624,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528625,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528626,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528627,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528628,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528629,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528630,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT528631,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT531537,Severe acute respiratory syndrome-related coronavirus,Italy,2020-03-01
MT532435,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-27
MT532436,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-21
MT532437,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-07
MT532438,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-17
MT532557,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-30
MT533197,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-27
MT533198,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-26
MT533199,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-25
MT533200,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-27
MT533201,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-27
MT533202,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-27
MT533203,Severe acute respiratory syndrome-related coronavirus,USA,2020-04-27
MT533204,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-03-19
MT533205,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-03-19
MT533206,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-03-24
MT533207,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-14
MT533208,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-16
MT533209,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-16
MT533210,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-16
MT533211,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-29
MT533212,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-26
MT533213,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-26
MT533214,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-26
MT533215,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-26
MT533216,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-26
MT533217,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-27
MT533218,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-27
MT533219,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-27
MT533220,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-29
MT533221,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-30
MT533222,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-30
MT533223,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-30
MT533224,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-30
MT533225,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-30
MT533226,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-30
MT533227,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-30
MT533228,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-29
MT533229,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-29
MT533230,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-29
MT533231,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-29
MT533232,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-03-15
MT533233,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-03-27
MT533234,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-03-28
MT533235,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-03-31
MT533236,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-01
MT533237,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-01
MT533238,Severe acute respiratory syndrome-related coronavirus,USA: CA,2020-04-02
MT506974,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-05
MT506975,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-05
MT506976,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-05
MT506977,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-03
MT506978,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-05
MT506979,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-04
MT506980,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-04
MT506981,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-03
MT506982,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-04
MT506983,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-06
MT506984,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-04
MT506985,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-04
MT506986,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-08
MT506987,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-08
MT506988,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-09
MT506989,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-09
MT506990,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-08
MT506991,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-09
MT506992,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-15
MT506993,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-15
MT506994,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-15
MT506995,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-15
MT506996,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-15
MT506997,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT506998,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT506999,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507000,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507001,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507002,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507003,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507004,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507005,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507006,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507007,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507008,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507009,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507010,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-16
MT507011,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507012,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507013,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507014,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507015,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507016,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507017,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507018,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507019,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507020,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507021,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507022,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507023,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507024,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-17
MT507025,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-20
MT507026,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-20
MT507027,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-20
MT507028,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-21
MT507029,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-21
MT507030,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-21
MT507031,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-21
MT507032,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-21
MT517420,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-27
MT517421,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-27
MT517422,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-26
MT517423,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-28
MT517424,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-31
MT517425,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-31
MT517426,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-04-27
MT517427,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-26
MT517428,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-26
MT517429,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-27
MT517430,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-27
MT517431,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-27
MT517432,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-27
MT517433,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-28
MT517434,Severe acute respiratory syndrome-related coronavirus,Czech Republic,2020-03-29
MT517436,Severe acute respiratory syndrome-related coronavirus,Taiwan,2020-04-19
MT517437,Severe acute respiratory syndrome-related coronavirus,Taiwan,2020-04-19
MT522852,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT522853,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT522854,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT522855,Severe acute respiratory syndrome-related coronavirus,USA,2020-04
MT510643,Severe acute respiratory syndrome-related coronavirus,Russia: Moscow region,2020-03-20
MT510718,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-15
MT510719,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT510720,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT510721,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-14
MT510722,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-19
MT510723,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-19
MT510724,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-17
MT510725,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-20
MT510726,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-20
MT510727,Severe acute respiratory syndrome-related coronavirus,China,2020-02-15
MT510728,Severe acute respiratory syndrome-related coronavirus,China,2020-02-13
MT510747,Severe acute respiratory syndrome-related coronavirus,Russia: Moscow region,2020-03-22
MT510999,Severe acute respiratory syndrome-related coronavirus,Netherlands: Leiden,2020-03-09
MT511066,Severe acute respiratory syndrome-related coronavirus,Poland,2020-04-01
MT511067,Severe acute respiratory syndrome-related coronavirus,Poland,2020-04-02
MT511068,Severe acute respiratory syndrome-related coronavirus,Poland,2020-03-31
MT511069,Severe acute respiratory syndrome-related coronavirus,Poland,2020-04-03
MT511070,Severe acute respiratory syndrome-related coronavirus,Poland,2020-03-31
MT511071,Severe acute respiratory syndrome-related coronavirus,Poland,2020-04-07
MT511072,Severe acute respiratory syndrome-related coronavirus,Poland,2020-04-03
MT511073,Severe acute respiratory syndrome-related coronavirus,Poland,2020-04-01
MT511074,Severe acute respiratory syndrome-related coronavirus,Poland,2020-03-31
MT511075,Severe acute respiratory syndrome-related coronavirus,Poland,2020-04-02
MT511076,Severe acute respiratory syndrome-related coronavirus,Poland,2020-04-07
MT511077,Severe acute respiratory syndrome-related coronavirus,Poland,2020-03-29
MT511078,Severe acute respiratory syndrome-related coronavirus,Poland,2020-04-02
MT511079,Severe acute respiratory syndrome-related coronavirus,Poland,2020-03-29
MT511080,Severe acute respiratory syndrome-related coronavirus,Poland,2020-03-29
MT511081,Severe acute respiratory syndrome-related coronavirus,Poland,2020-04-07
MT511082,Severe acute respiratory syndrome-related coronavirus,Poland,2020-04-01
MT511673,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-07
MT511674,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-07
MT511675,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-07
MT511676,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-09
MT511677,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-09
MT511678,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-09
MT511679,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-09
MT511680,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-09
MT511681,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-09
MT511682,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-10
MT511683,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-09
MT511684,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-10
MT511685,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-10
MT511686,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-10
MT511687,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-10
MT511688,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-10
MT511689,Severe acute respiratory syndrome-related coronavirus,USA: FL,2020-04-10
